(4 byte int),TINTRPL,roll,pitch,yaw,AccS_X,AccS_Y,AccS_Z,OmgS_X,OmgS_Y,OmgS_Z
0000,+317389.4045,-1.7983049E+002,6.2251848E-001,2.5315467E-001,2.6860987E-003,2.4131776E-005,-9.5371780E-004,-9.4029296E-005,-7.7085430E-003,-2.2039141E-003
0000,+317389.4095,-1.7983049E+002,6.2250060E-001,2.5316557E-001,1.0783052E-003,1.8430702E-004,1.7394670E-004,-4.0533898E-005,3.5673303E-003,-2.1936195E-003
0000,+317389.4145,-1.7983049E+002,6.2248272E-001,2.5317648E-001,1.6149575E-003,2.9953223E-004,4.7443635E-004,-4.0533894E-005,3.5673303E-003,-2.1936195E-003
0000,+317389.4195,-1.7983049E+002,6.2252128E-001,2.5318766E-001,2.5104473E-003,-3.0464062E-004,-6.3190302E-005,-9.4031020E-005,-7.7085430E-003,-2.2039139E-003
0000,+317389.4245,-1.7983049E+002,6.2250340E-001,2.5319856E-001,3.2514350E-003,-1.7141645E-006,-1.9799106E-004,-4.0536055E-005,3.5673303E-003,-2.1936195E-003
0000,+317389.4295,-1.7983049E+002,6.2248552E-001,2.5320947E-001,3.1348290E-003,6.5913409E-005,-6.0355093E-004,-4.0536052E-005,3.5673303E-003,-2.1936195E-003
0000,+317389.4345,-1.7983049E+002,6.2252402E-001,2.5322059E-001,8.3507836E-004,3.7700721E-004,-3.8771803E-004,-9.4032315E-005,-7.7085430E-003,-2.2039139E-003
0000,+317389.4395,-1.7983049E+002,6.2250614E-001,2.5323150E-001,1.3784489E-003,3.4713399E-004,5.6744140E-004,-4.0538216E-005,3.5673303E-003,-2.1936195E-003
0000,+317389.4445,-1.7983049E+002,6.2248832E-001,2.5324243E-001,2.7330546E-003,3.0743911E-005,-2.6196908E-004,-4.0538216E-005,3.5673303E-003,-2.1936195E-003
0000,+317389.4495,-1.7983049E+002,6.2247062E-001,2.5319663E-001,3.5989392E-003,2.3535080E-004,-3.6971850E-004,-4.4469973E-005,3.5552194E-003,9.1461819E-003
0000,+317389.4545,-1.7983049E+002,6.2250918E-001,2.5320780E-001,3.9521353E-003,-4.4193992E-004,-4.8197544E-004,-9.4032242E-005,-7.7085430E-003,-2.2039139E-003
0000,+317389.4595,-1.7983049E+002,6.2249130E-001,2.5321871E-001,1.3812650E-003,1.0276044E-004,-7.4382569E-004,-4.0536841E-005,3.5673303E-003,-2.1936193E-003
0000,+317389.4645,-1.7983049E+002,6.2247342E-001,2.5322962E-001,5.0927611E-004,3.8723464E-004,9.8729506E-005,-4.0536837E-005,3.5673303E-003,-2.1936193E-003
0000,+317389.4695,-1.7983049E+002,6.2251192E-001,2.5324073E-001,1.7716701E-003,-1.7762142E-004,1.0434903E-004,-9.4033538E-005,-7.7085430E-003,-2.2039139E-003
0000,+317389.4745,-1.7983049E+002,6.2249404E-001,2.5325164E-001,3.0954930E-003,-3.1289234E-004,-4.6105575E-004,-4.0538998E-005,3.5673303E-003,-2.1936193E-003
0000,+317389.4795,-1.7983049E+002,6.2247640E-001,2.5320587E-001,3.1204752E-003,-1.5946444E-004,-5.9315702E-004,-4.4470762E-005,3.5552194E-003,9.1461819E-003
0000,+317389.4845,-1.7983049E+002,6.2251490E-001,2.5321701E-001,1.4242479E-003,-3.1387591E-004,-9.6589397E-004,-9.4032170E-005,-7.7085430E-003,-2.2039136E-003
0000,+317389.4895,-1.7983049E+002,6.2249702E-001,2.5322792E-001,1.1521009E-003,-3.6233003E-004,4.1499553E-004,-4.0537634E-005,3.5673303E-003,-2.1936193E-003
0000,+317389.4945,-1.7983051E+002,6.2247914E-001,2.5323886E-001,1.7387487E-003,-4.3031192E-004,1.1847001E-004,-4.0537630E-005,3.5673303E-003,-2.1936193E-003
0000,+317389.4995,-1.7983051E+002,6.2251770E-001,2.5324997E-001,2.7896494E-003,-4.0574436E-004,1.0603982E-004,-9.4034331E-005,-7.7085430E-003,-2.2039136E-003
0000,+317389.5045,-1.7983051E+002,6.2249982E-001,2.5326088E-001,3.6294472E-003,-1.6438324E-004,-4.0216630E-004,-4.0539791E-005,3.5673303E-003,-2.1936190E-003
0000,+317389.5095,-1.7983051E+002,6.2248194E-001,2.5327182E-001,2.2635018E-003,-6.1405398E-004,-1.1528579E-003,-4.0539784E-005,3.5673303E-003,-2.1936190E-003
0000,+317389.5145,-1.7983051E+002,6.2252045E-001,2.5328293E-001,6.7619298E-004,2.9930621E-004,-6.4038543E-004,-9.4036906E-005,-7.7085430E-003,-2.2039136E-003
0000,+317389.5195,-1.7983051E+002,6.2250257E-001,2.5329387E-001,2.0500000E-003,-1.5838482E-004,2.1768501E-004,-4.0541945E-005,3.5673303E-003,-2.1936190E-003
0000,+317389.5245,-1.7983051E+002,6.2248474E-001,2.5330478E-001,3.0217865E-003,-4.1775318E-004,-4.0066001E-004,-4.0541945E-005,3.5673303E-003,-2.1936190E-003
0000,+317389.5295,-1.7983051E+002,6.2252325E-001,2.5331590E-001,3.5784880E-003,-2.8080135E-004,-8.0464692E-005,-9.4038638E-005,-7.7085430E-003,-2.2039134E-003
0000,+317389.5345,-1.7983051E+002,6.2250537E-001,2.5332683E-001,3.0961542E-003,-4.0176167E-004,-8.8502222E-004,-4.0544099E-005,3.5673303E-003,-2.1936190E-003
0000,+317389.5395,-1.7983051E+002,6.2248749E-001,2.5333774E-001,1.4218121E-003,5.6879933E-004,-4.9541128E-004,-4.0544099E-005,3.5673303E-003,-2.1936190E-003
0000,+317389.5445,-1.7983051E+002,6.2252605E-001,2.5334889E-001,1.3172814E-003,-5.5270677E-004,3.8560288E-004,-9.4041214E-005,-7.7085430E-003,-2.2039134E-003
0000,+317389.5495,-1.7983051E+002,6.2250817E-001,2.5335979E-001,3.4842852E-003,-8.3549086E-005,-2.4362867E-004,-4.0546245E-005,3.5673303E-003,-2.1936190E-003
0000,+317389.5545,-1.7983051E+002,6.2249029E-001,2.5337070E-001,3.3839247E-003,-6.5667322E-004,-1.7768680E-004,-4.0546242E-005,3.5673303E-003,-2.1936190E-003
0000,+317389.5595,-1.7983051E+002,6.2252879E-001,2.5338185E-001,3.3290454E-003,-2.4467669E-004,-7.3071354E-004,-9.4043797E-005,-7.7085430E-003,-2.2039134E-003
0000,+317389.5645,-1.7983051E+002,6.2251091E-001,2.5339276E-001,1.3537693E-003,1.9652779E-004,-7.8502798E-004,-4.0548388E-005,3.5673303E-003,-2.1936188E-003
0000,+317389.5695,-1.7983051E+002,6.2249303E-001,2.5340366E-001,1.1981252E-003,-1.0339887E-004,4.5052706E-004,-4.0548384E-005,3.5673303E-003,-2.1936188E-003
0000,+317389.5745,-1.7983051E+002,6.2253159E-001,2.5341481E-001,2.5600048E-003,-8.3306302E-005,-8.4099578E-005,-9.4046365E-005,-7.7085430E-003,-2.2039134E-003
0000,+317389.5795,-1.7983051E+002,6.2251371E-001,2.5342572E-001,3.2391304E-003,1.9875544E-005,-2.8588594E-004,-4.0550538E-005,3.5673303E-003,-2.1936188E-003
0000,+317389.5845,-1.7983051E+002,6.2255222E-001,2.5343686E-001,2.8149604E-003,-1.2875520E-004,-1.0320968E-003,-9.4046802E-005,-7.7085430E-003,-2.2039134E-003
0000,+317389.5895,-1.7983051E+002,6.2253433E-001,2.5344777E-001,1.6130350E-003,-7.5104072E-005,-5.2246696E-004,-4.0551993E-005,3.5673305E-003,-2.1936188E-003
0000,+317389.5945,-1.7983051E+002,6.2251669E-001,2.5340199E-001,6.4014341E-004,3.8894481E-004,1.9413159E-004,-4.4483761E-005,3.5552194E-003,9.1461828E-003
0000,+317389.5995,-1.7983051E+002,6.2255520E-001,2.5341311E-001,2.0005312E-003,-8.7923621E-004,-5.3757030E-005,-9.4046307E-005,-7.7085430E-003,-2.2039134E-003
0000,+317389.6045,-1.7983051E+002,6.2253731E-001,2.5342405E-001,2.8052297E-003,2.3142145E-004,-4.2144247E-004,-4.0551335E-005,3.5673305E-003,-2.1936188E-003
0000,+317389.6095,-1.7983051E+002,6.2251943E-001,2.5343496E-001,3.1560401E-003,-2.8645966E-004,-1.1355903E-004,-4.0551335E-005,3.5673305E-003,-2.1936188E-003
0000,+317389.6145,-1.7983051E+002,6.2255800E-001,2.5344610E-001,6.8870687E-004,-2.1822353E-004,-7.3492952E-004,-9.4048897E-005,-7.7085430E-003,-2.2039134E-003
0000,+317389.6195,-1.7983051E+002,6.2254012E-001,2.5345701E-001,3.9102515E-004,7.8135192E-005,6.4693420E-004,-4.0553496E-005,3.5673305E-003,-2.1936186E-003
0000,+317389.6245,-1.7983051E+002,6.2257862E-001,2.5346813E-001,1.7864383E-003,-1.5424818E-004,-4.0335031E-004,-9.4049756E-005,-7.7085430E-003,-2.2039134E-003
0000,+317389.6295,-1.7983051E+002,6.2256074E-001,2.5347903E-001,3.1458791E-003,-1.1274560E-004,-6.3172029E-004,-4.0555657E-005,3.5673305E-003,-2.1936186E-003
0000,+317389.6345,-1.7983051E+002,6.2254286E-001,2.5348997E-001,2.9081081E-003,-3.9523238E-004,-9.1616093E-004,-4.0555646E-005,3.5673305E-003,-2.1936186E-003
0000,+317389.6395,-1.7983051E+002,6.2252498E-001,2.5350088E-001,2.4096346E-003,1.9231593E-004,-9.3784649E-004,-4.0555646E-005,3.5673305E-003,-2.1936186E-003
0000,+317389.6445,-1.7983051E+002,6.2256354E-001,2.5351202E-001,5.4403994E-004,2.2759005E-004,-5.5272912E-004,-9.4053212E-005,-7.7085430E-003,-2.2039132E-003
0000,+317389.6495,-1.7983051E+002,6.2254566E-001,2.5352293E-001,1.0021918E-003,3.0239075E-004,2.7880055E-004,-4.0557807E-005,3.5673305E-003,-2.1936186E-003
0000,+317389.6545,-1.7983051E+002,6.2252778E-001,2.5353384E-001,2.5541082E-003,-2.4670048E-004,-2.1474640E-004,-4.0557807E-005,3.5673305E-003,-2.1936186E-003
0000,+317389.6595,-1.7983051E+002,6.2256628E-001,2.5354499E-001,3.2842117E-003,3.8989843E-004,-6.7353860E-004,-9.4055787E-005,-7.7085430E-003,-2.2039132E-003
0000,+317389.6645,-1.7983051E+002,6.2254846E-001,2.5355592E-001,2.0076281E-003,-9.9653995E-004,5.1460123E-005,-4.0559953E-005,3.5673305E-003,-2.1936183E-003
0000,+317389.6695,-1.7983051E+002,6.2253076E-001,2.5351012E-001,2.3330895E-003,4.2800506E-004,-3.1229557E-004,-4.4493820E-005,3.5552194E-003,9.1461828E-003
0000,+317389.6745,-1.7983051E+002,6.2256932E-001,2.5352126E-001,1.3872754E-003,3.2970787E-005,-6.1319390E-004,-9.4054420E-005,-7.7085430E-003,-2.2039132E-003
0000,+317389.6795,-1.7983051E+002,6.2255144E-001,2.5353217E-001,2.2461158E-003,2.6690352E-004,2.3915802E-004,-4.0558582E-005,3.5673305E-003,-2.1936183E-003
0000,+317389.6845,-1.7983051E+002,6.2253356E-001,2.5354308E-001,3.2004456E-003,-8.3568972E-005,-5.4595794E-004,-4.0558582E-005,3.5673305E-003,-2.1936183E-003
0000,+317389.6895,-1.7983051E+002,6.2257206E-001,2.5355420E-001,2.9285355E-003,-4.8573621E-004,-1.3349627E-004,-9.4056137E-005,-7.7085430E-003,-2.2039129E-003
0000,+317389.6945,-1.7983051E+002,6.2255418E-001,2.5356513E-001,2.2330226E-003,-3.5623778E-004,-3.6664715E-004,-4.0560732E-005,3.5673305E-003,-2.1936183E-003
0000,+317389.6995,-1.7983051E+002,6.2253630E-001,2.5357607E-001,2.1620682E-003,-4.3264736E-005,-4.3900387E-004,-4.0560724E-005,3.5673305E-003,-2.1936183E-003
0000,+317389.7045,-1.7983051E+002,6.2257487E-001,2.5358719E-001,1.6325229E-003,-6.6832959E-004,-6.1963376E-004,-9.4058283E-005,-7.7085430E-003,-2.2039129E-003
0000,+317389.7095,-1.7983051E+002,6.2255698E-001,2.5359809E-001,2.6093668E-003,-1.2249986E-004,2.2860956E-004,-4.0562882E-005,3.5673305E-003,-2.1936183E-003
0000,+317389.7145,-1.7983051E+002,6.2259549E-001,2.5360921E-001,3.0513091E-003,-2.7566435E-004,-2.8587400E-004,-9.4059142E-005,-7.7085430E-003,-2.2039129E-003
0000,+317389.7195,-1.7983051E+002,6.2257761E-001,2.5362015E-001,2.9626703E-003,-1.6977939E-004,-1.2892971E-003,-4.0565035E-005,3.5673305E-003,-2.1936181E-003
0000,+317389.7245,-1.7983051E+002,6.2255973E-001,2.5363109E-001,8.6931646E-004,-4.2170798E-004,-1.9816381E-004,-4.0564333E-005,3.5673305E-003,-2.1936181E-003
0000,+317389.7295,-1.7983051E+002,6.2259847E-001,2.5358552E-001,2.4409546E-003,-1.2587950E-005,-4.0302335E-004,-9.7993485E-005,-7.7206544E-003,9.1358880E-003
0000,+317389.7345,-1.7983051E+002,6.2258059E-001,2.5359643E-001,2.0068532E-003,-4.5376652E-004,1.5220147E-003,-4.0563671E-005,3.5673305E-003,-2.1936181E-003
0000,+317389.7395,-1.7983051E+002,6.2256271E-001,2.5360733E-001,3.9717308E-003,-1.8492882E-004,-7.7611278E-004,-4.0563660E-005,3.5673305E-003,-2.1936181E-003
0000,+317389.7445,-1.7983051E+002,6.2260127E-001,2.5361845E-001,2.7204384E-003,-1.0062627E-003,-1.3996407E-003,-9.4060350E-005,-7.7085430E-003,-2.2039127E-003
0000,+317389.7495,-1.7983051E+002,6.2258339E-001,2.5362936E-001,9.9724240E-004,-3.5690525E-004,-4.3538783E-004,-4.0565821E-005,3.5673305E-003,-2.1936181E-003
0000,+317389.7545,-1.7983051E+002,6.2262189E-001,2.5364053E-001,7.5917091E-004,-7.7531527E-004,9.8064682E-004,-9.4062088E-005,-7.7085430E-003,-2.2039127E-003
0000,+317389.7595,-1.7983051E+002,6.2260401E-001,2.5365144E-001,3.1138230E-003,-4.6846343E-004,-4.4256923E-004,-4.0567978E-005,3.5673305E-003,-2.1936181E-003
0000,+317389.7645,-1.7983051E+002,6.2258613E-001,2.5366235E-001,4.2733471E-003,-5.0428859E-004,-1.0862610E-003,-4.0567975E-005,3.5673305E-003,-2.1936181E-003
0000,+317389.7695,-1.7983051E+002,6.2262464E-001,2.5367346E-001,2.0151127E-003,-3.4737343E-004,-9.1038749E-004,-9.4064228E-005,-7.7085430E-003,-2.2039127E-003
0000,+317389.7745,-1.7983051E+002,6.2260681E-001,2.5368440E-001,-4.7171893E-004,-1.1372316E-006,1.0997186E-003,-4.0570121E-005,3.5673305E-003,-2.1936181E-003
0000,+317389.7795,-1.7983051E+002,6.2258893E-001,2.5369531E-001,2.2595290E-003,-2.3794943E-004,-5.8057066E-004,-4.0570121E-005,3.5673305E-003,-2.1936181E-003
0000,+317389.7845,-1.7983051E+002,6.2257105E-001,2.5370625E-001,3.3655080E-003,-5.5732916E-004,-1.0928034E-003,-4.0570121E-005,3.5673305E-003,-2.1936181E-003
0000,+317389.7895,-1.7983051E+002,6.2260956E-001,2.5371736E-001,3.2077117E-003,-2.3373741E-005,-8.2453154E-004,-9.4067684E-005,-7.7085430E-003,-2.2039125E-003
0000,+317389.7945,-1.7983051E+002,6.2259173E-001,2.5372827E-001,1.3909176E-003,-3.2624212E-004,1.5084516E-003,-4.0572275E-005,3.5673305E-003,-2.1936181E-003
0000,+317389.7995,-1.7983051E+002,6.2257385E-001,2.5373918E-001,1.6036038E-003,7.9652423E-004,4.7163802E-004,-4.0572271E-005,3.5673305E-003,-2.1936181E-003
0000,+317389.8045,-1.7983051E+002,6.2261230E-001,2.5375032E-001,2.1633783E-003,-9.0852950E-004,9.3563803E-004,-9.4070267E-005,-7.7085430E-003,-2.2039125E-003
0000,+317389.8095,-1.7983051E+002,6.2259448E-001,2.5376126E-001,3.0989393E-003,2.5491804E-004,-2.4177504E-003,-4.0574436E-005,3.5673305E-003,-2.1936181E-003
0000,+317389.8145,-1.7983051E+002,6.2263298E-001,2.5377238E-001,1.7113069E-003,-4.2425891E-006,3.5989683E-004,-9.4071125E-005,-7.7085430E-003,-2.2039125E-003
0000,+317389.8195,-1.7983051E+002,6.2261510E-001,2.5378329E-001,4.5534661E-003,1.0856538E-005,-1.2745771E-003,-4.0576593E-005,3.5673305E-003,-2.1936179E-003
0000,+317389.8245,-1.7983051E+002,6.2259728E-001,2.5379419E-001,1.6113941E-003,-8.5837186E-005,3.1748850E-006,-4.0576590E-005,3.5673305E-003,-2.1936179E-003
0000,+317389.8295,-1.7983052E+002,6.2263572E-001,2.5380534E-001,9.4405143E-004,3.5964887E-004,4.6499685E-005,-9.4073279E-005,-7.7085430E-003,-2.2039125E-003
0000,+317389.8345,-1.7983052E+002,6.2261784E-001,2.5381628E-001,1.4439351E-003,2.3211389E-004,8.3270005E-004,-4.0578736E-005,3.5673305E-003,-2.1936179E-003
0000,+317389.8395,-1.7983052E+002,6.2260002E-001,2.5382718E-001,4.1182167E-003,-6.9421149E-005,1.9374759E-004,-4.0578732E-005,3.5673305E-003,-2.1936179E-003
0000,+317389.8445,-1.7983052E+002,6.2263852E-001,2.5383830E-001,4.4401754E-003,3.0582014E-004,-1.5676382E-003,-9.4076291E-005,-7.7085430E-003,-2.2039122E-003
0000,+317389.8495,-1.7983052E+002,6.2262064E-001,2.5384921E-001,1.1664546E-003,2.6107847E-004,-1.9024607E-003,-4.0580890E-005,3.5673305E-003,-2.1936179E-003
0000,+317389.8545,-1.7983052E+002,6.2260300E-001,2.5380343E-001,-8.7734828E-005,5.8484240E-004,-1.2529697E-004,-4.4512650E-005,3.5552199E-003,9.1461837E-003
0000,+317389.8595,-1.7983052E+002,6.2264150E-001,2.5381458E-001,3.3443884E-003,-8.0576858E-005,-1.1568400E-003,-9.4074065E-005,-7.7085430E-003,-2.2039122E-003
0000,+317389.8645,-1.7983052E+002,6.2262386E-001,2.5376880E-001,3.8712653E-003,9.0406516E-005,-1.2945263E-003,-4.4511999E-005,3.5552199E-003,9.1461837E-003
0000,+317389.8695,-1.7983052E+002,6.2260598E-001,2.5377971E-001,2.7613037E-003,-6.5620709E-004,-8.2027557E-004,-4.0576015E-005,3.5673305E-003,-2.1936179E-003
0000,+317389.8745,-1.7983052E+002,6.2264454E-001,2.5379083E-001,1.3687936E-004,-3.0950725E-004,6.5628596E-004,-9.4074006E-005,-7.7085430E-003,-2.2039122E-003
0000,+317389.8795,-1.7983052E+002,6.2268329E-001,2.5374526E-001,4.4403953E-004,5.4166332E-004,4.4501462E-004,-9.8005497E-005,-7.7206534E-003,9.1358889E-003
0000,+317389.8845,-1.7983052E+002,6.2266541E-001,2.5375617E-001,2.5749856E-003,-1.7905422E-004,-4.0760523E-004,-4.0576811E-005,3.5673305E-003,-2.1936176E-003
0000,+317389.8895,-1.7983052E+002,6.2264752E-001,2.5376710E-001,1.6482166E-003,2.4477516E-005,-3.5184179E-004,-4.0576811E-005,3.5673305E-003,-2.1936176E-003
0000,+317389.8945,-1.7983052E+002,6.2262988E-001,2.5372130E-001,3.6353737E-003,-3.4499986E-005,-1.5127885E-003,-4.4507873E-005,3.5552199E-003,9.1461837E-003
0000,+317389.8995,-1.7983052E+002,6.2266839E-001,2.5373247E-001,1.5858463E-003,-6.7256355E-005,2.5138172E-004,-9.4069554E-005,-7.7085430E-003,-2.2039120E-003
0000,+317389.9045,-1.7983052E+002,6.2265050E-001,2.5374338E-001,7.4076053E-004,-4.6665990E-004,4.0964012E-005,-4.0575447E-005,3.5673310E-003,-2.1936176E-003
0000,+317389.9095,-1.7983052E+002,6.2263292E-001,2.5369757E-001,1.6021450E-003,-4.3050857E-004,-1.0368817E-004,-4.4509317E-005,3.5552199E-003,9.1461837E-003
0000,+317389.9145,-1.7983052E+002,6.2261504E-001,2.5370851E-001,2.4913615E-003,-1.3486718E-004,1.7498940E-004,-4.0571929E-005,3.5673310E-003,-2.1936176E-003
0000,+317389.9195,-1.7983052E+002,6.2265348E-001,2.5371963E-001,3.2253927E-003,-5.4773770E-004,1.4934949E-004,-9.4069488E-005,-7.7085430E-003,-2.2039120E-003
0000,+317389.9245,-1.7983052E+002,6.2263560E-001,2.5373054E-001,2.2332557E-003,2.5520978E-005,-8.1472320E-004,-4.0574090E-005,3.5673310E-003,-2.1936176E-003
0000,+317389.9295,-1.7983052E+002,6.2261778E-001,2.5374144E-001,6.1998767E-004,1.4086216E-004,-3.6814046E-004,-4.0574083E-005,3.5673310E-003,-2.1936176E-003
0000,+317389.9345,-1.7983052E+002,6.2265652E-001,2.5369588E-001,1.6339475E-003,-9.0244044E-005,-1.9965594E-004,-9.8003133E-005,-7.7206534E-003,9.1358889E-003
0000,+317389.9395,-1.7983052E+002,6.2263864E-001,2.5370681E-001,3.9412011E-003,-5.0202434E-005,-8.1659929E-004,-4.0572733E-005,3.5673310E-003,-2.1936174E-003
0000,+317389.9445,-1.7983052E+002,6.2262076E-001,2.5371772E-001,3.4578100E-003,2.4453626E-004,-6.2521675E-004,-4.0572730E-005,3.5673310E-003,-2.1936174E-003
0000,+317389.9495,-1.7983052E+002,6.2265927E-001,2.5372887E-001,3.2393252E-003,-5.8718253E-004,-9.6137676E-004,-9.4068986E-005,-7.7085420E-003,-2.2039120E-003
0000,+317389.9545,-1.7983052E+002,6.2264168E-001,2.5368306E-001,1.4556609E-003,5.8261934E-004,-2.2399504E-004,-4.4505949E-005,3.5552199E-003,9.1461837E-003
0000,+317389.9595,-1.7983052E+002,6.2262380E-001,2.5369400E-001,1.3838329E-003,-2.5732568E-004,1.2082977E-003,-4.0571365E-005,3.5673310E-003,-2.1936174E-003
0000,+317389.9645,-1.7983052E+002,6.2260592E-001,2.5370491E-001,2.9344091E-003,2.4664987E-004,6.1205542E-004,-4.0571358E-005,3.5673310E-003,-2.1936174E-003
0000,+317389.9695,-1.7983052E+002,6.2258828E-001,2.5365913E-001,3.3652168E-003,-1.6310478E-004,3.0701101E-004,-4.4503122E-005,3.5552203E-003,9.1461837E-003
0000,+317389.9745,-1.7983052E+002,6.2262678E-001,2.5367025E-001,3.1156777E-003,-4.9121783E-004,-9.1878464E-004,-9.4064533E-005,-7.7085420E-003,-2.2039118E-003
0000,+317389.9795,-1.7983052E+002,6.2260890E-001,2.5368118E-001,1.1087264E-003,4.0761885E-004,-1.7714110E-003,-4.0570001E-005,3.5673310E-003,-2.1936174E-003
0000,+317389.9845,-1.7983052E+002,6.2264764E-001,2.5363562E-001,1.1273939E-003,-2.6680314E-004,4.6616397E-004,-9.7998025E-005,-7.7206534E-003,9.1358889E-003
0000,+317389.9895,-1.7983052E+002,6.2262976E-001,2.5364652E-001,3.3489391E-003,2.0737450E-004,-4.4627939E-004,-4.0568637E-005,3.5673310E-003,-2.1936172E-003
0000,+317389.9945,-1.7983052E+002,6.2261212E-001,2.5360075E-001,3.5150882E-003,-8.3093147E-004,3.5489869E-004,-4.4502511E-005,3.5552203E-003,9.1461847E-003
0000,+317389.9995,-1.7983052E+002,6.2265068E-001,2.5361186E-001,3.9134747E-003,-3.2693477E-004,-8.8640285E-004,-9.4061383E-005,-7.7085420E-003,-2.2039118E-003
0000,+317390.0045,-1.7983052E+002,6.2263280E-001,2.5362277E-001,7.6221704E-004,2.2355423E-005,-1.3283555E-003,-4.0567273E-005,3.5673310E-003,-2.1936172E-003
0000,+317390.0095,-1.7983052E+002,6.2261516E-001,2.5357699E-001,6.1005779E-004,-7.0303548E-005,2.9782648E-004,-4.4500444E-005,3.5552203E-003,9.1461847E-003
0000,+317390.0145,-1.7983052E+002,6.2259728E-001,2.5358790E-001,2.0981298E-003,-4.2853272E-004,3.2017433E-005,-4.0563755E-005,3.5673310E-003,-2.1936172E-003
0000,+317390.0195,-1.7983052E+002,6.2257940E-001,2.5359881E-001,2.7942376E-003,-2.6413560E-004,5.0355634E-004,-4.0563755E-005,3.5673310E-003,-2.1936172E-003
0000,+317390.0245,-1.7983054E+002,6.2261790E-001,2.5360996E-001,2.5374959E-003,-6.3930762E-005,-1.7992999E-004,-9.4060015E-005,-7.7085420E-003,-2.2039115E-003
0000,+317390.0295,-1.7983054E+002,6.2260026E-001,2.5356418E-001,1.5880064E-003,-5.9358752E-004,-1.4452785E-004,-4.4496970E-005,3.5552203E-003,9.1461847E-003
0000,+317390.0345,-1.7983047E+002,6.2258255E-001,2.5357506E-001,7.9752534E-004,5.1407557E-004,-9.2940591E-004,1.1278881E-002,3.5414139E-003,-2.1874537E-003
0000,+317390.0395,-1.7983047E+002,6.2262106E-001,2.5358620E-001,2.0155536E-003,-4.4633541E-004,7.8404997E-004,-9.4060371E-005,-7.7085430E-003,-2.2039122E-003
0000,+317390.0445,-1.7983047E+002,6.2260342E-001,2.5354043E-001,2.7703042E-003,6.6040549E-004,-7.3100900E-004,-4.4497720E-005,3.5552182E-003,9.1461809E-003
0000,+317390.0495,-1.7983047E+002,6.2258554E-001,2.5355133E-001,3.5407429E-003,-6.7401514E-004,1.0383316E-004,-4.0561023E-005,3.5673289E-003,-2.1936204E-003
0000,+317390.0545,-1.7983047E+002,6.2262404E-001,2.5356245E-001,2.2670231E-003,2.2823647E-004,-2.4447779E-003,-9.4058145E-005,-7.7085448E-003,-2.2039153E-003
0000,+317390.0595,-1.7983047E+002,6.2260616E-001,2.5357336E-001,4.7337040E-004,6.5886899E-004,-3.5566912E-004,-4.0563173E-005,3.5673289E-003,-2.1936204E-003
0000,+317390.0645,-1.7983047E+002,6.2258828E-001,2.5358430E-001,1.6798748E-003,4.7578083E-004,-7.2631279E-005,-4.0563169E-005,3.5673289E-003,-2.1936204E-003
0000,+317390.0695,-1.7983047E+002,6.2257069E-001,2.5353849E-001,2.5876060E-003,-3.8405645E-004,8.9601753E-004,-4.4494933E-005,3.5552182E-003,9.1461809E-003
0000,+317390.0745,-1.7983047E+002,6.2255281E-001,2.5354943E-001,3.6898786E-003,4.5474336E-004,-1.0040163E-003,-4.0559651E-005,3.5673294E-003,-2.1936204E-003
0000,+317390.0795,-1.7983047E+002,6.2259126E-001,2.5356054E-001,2.3597677E-003,-2.3865058E-004,-3.3894703E-005,-9.4056348E-005,-7.7085448E-003,-2.2039150E-003
0000,+317390.0845,-1.7983047E+002,6.2257367E-001,2.5351477E-001,8.9125929E-004,1.0957450E-003,-9.5376337E-004,-4.4494271E-005,3.5552182E-003,9.1461809E-003
0000,+317390.0895,-1.7983047E+002,6.2255579E-001,2.5352567E-001,1.8541018E-003,3.1734067E-005,1.1672216E-003,-4.0558280E-005,3.5673294E-003,-2.1936204E-003
0000,+317390.0945,-1.7983047E+002,6.2259430E-001,2.5353682E-001,2.8108521E-003,-2.4831013E-007,-1.1717209E-003,-9.4054543E-005,-7.7085448E-003,-2.2039150E-003
0000,+317390.0995,-1.7983047E+002,6.2257665E-001,2.5349101E-001,3.6092477E-003,-1.1556379E-004,-1.0024985E-004,-4.4492204E-005,3.5552182E-003,9.1461809E-003
0000,+317390.1045,-1.7983047E+002,6.2255877E-001,2.5350195E-001,3.0689901E-003,7.9347650E-005,-1.5266716E-003,-4.0556926E-005,3.5673294E-003,-2.1936204E-003
0000,+317390.1095,-1.7983047E+002,6.2254089E-001,2.5351286E-001,9.7337744E-004,-9.5635354E-005,-4.4901212E-004,-4.0556934E-005,3.5673294E-003,-2.1936204E-003
0000,+317390.1145,-1.7983047E+002,6.2252331E-001,2.5346708E-001,1.0123390E-003,5.8090991E-005,1.4296221E-004,-4.4487988E-005,3.5552182E-003,9.1461809E-003
0000,+317390.1195,-1.7983047E+002,6.2256175E-001,2.5347823E-001,2.3628522E-003,-4.6176632E-004,2.3428771E-004,-9.4049661E-005,-7.7085439E-003,-2.2039150E-003
0000,+317390.1245,-1.7983047E+002,6.2254417E-001,2.5343245E-001,3.0134972E-003,-2.0939381E-004,-3.8531132E-004,-4.4488730E-005,3.5552182E-003,9.1461809E-003
