(4 byte int),TINTRPL,roll,pitch,yaw,AccS_X,AccS_Y,AccS_Z,OmgS_X,OmgS_Y,OmgS_Z
0000,+317416.5346,-1.7982797E+002,6.2397337E-001,2.5129840E-001,-2.4825715E-002,-2.0150604E-002,3.6796641E-003,-8.2156890E-005,-7.6723075E-003,-3.6223460E-002
0000,+317416.5396,-1.7982797E+002,6.2401098E-001,2.5153634E-001,-2.7040016E-002,-2.1278577E-002,4.0773922E-003,-7.8236437E-005,-7.6601971E-003,-4.7563255E-002
0000,+317416.5446,-1.7982791E+002,6.2404895E-001,2.5171757E-001,-2.5472969E-002,-2.3974745E-002,2.2442890E-003,1.1237254E-002,-7.6982263E-003,-3.6217295E-002
0000,+317416.5496,-1.7982785E+002,6.2403029E-001,2.5195524E-001,-2.1974891E-002,-2.4360290E-002,-2.2486669E-003,1.1294669E-002,3.5897521E-003,-4.7546797E-002
0000,+317416.5546,-1.7982785E+002,6.2401170E-001,2.5213629E-001,-1.7542919E-002,-2.5102941E-002,-4.4469466E-003,-2.8715211E-005,3.6035560E-003,-3.6213171E-002
0000,+317416.5596,-1.7982779E+002,6.2399304E-001,2.5237396E-001,-1.4287566E-002,-2.4516143E-002,-5.0898874E-003,1.1294645E-002,3.5897477E-003,-4.7546804E-002
0000,+317416.5646,-1.7982774E+002,6.2391818E-001,2.5255474E-001,-1.0555369E-002,-2.3947490E-002,-2.6658855E-003,1.1344195E-002,1.4853504E-002,-3.6196720E-002
0000,+317416.5696,-1.7982773E+002,6.2384331E-001,2.5273556E-001,-4.7496604E-003,-2.2867331E-002,-1.0581892E-003,2.4748748E-005,1.4879420E-002,-3.6202881E-002
0000,+317416.5746,-1.7982773E+002,6.2376839E-001,2.5291634E-001,1.4867606E-003,-2.1989448E-002,-3.9832428E-004,2.4741505E-005,1.4879420E-002,-3.6202881E-002
0000,+317416.5796,-1.7982767E+002,6.2369376E-001,2.5304043E-001,7.8504300E-003,-2.0046847E-002,6.6564290E-004,1.1340238E-002,1.4841389E-002,-2.4856927E-002
0000,+317416.5846,-1.7982767E+002,6.2361926E-001,2.5310782E-001,1.1796591E-002,-1.8744156E-002,2.7382560E-003,1.6862352E-005,1.4855197E-002,-1.3523295E-002
0000,+317416.5896,-1.7982761E+002,6.2360108E-001,2.5323209E-001,1.5375350E-002,-1.6469916E-002,4.6060695E-003,1.1286735E-002,3.5655198E-003,-2.4867222E-002
0000,+317416.5946,-1.7982755E+002,6.2358308E-001,2.5329968E-001,1.9389901E-002,-1.5244237E-002,4.9275807E-003,1.1282796E-002,3.5534068E-003,-1.3527430E-002
0000,+317416.5996,-1.7982748E+002,6.2362170E-001,2.5331080E-001,2.4434408E-002,-1.3092987E-002,2.7221872E-003,1.1225361E-002,-7.7345758E-003,-2.1979334E-003
0000,+317416.6046,-1.7982744E+002,6.2366039E-001,2.5332189E-001,2.6669195E-002,-1.1832137E-002,7.4349687E-004,1.1225360E-002,-7.7345781E-003,-2.1979366E-003
0000,+317416.6096,-1.7982738E+002,6.2369925E-001,2.5327632E-001,2.7663136E-002,-9.5544700E-003,-1.3648923E-003,1.1221424E-002,-7.7466909E-003,9.1418568E-003
0000,+317416.6146,-1.7982738E+002,6.2373799E-001,2.5323072E-001,2.4792688E-002,-8.8213915E-003,-1.8437027E-003,-9.8011660E-005,-7.7207754E-003,9.1356896E-003
0000,+317416.6196,-1.7982738E+002,6.2372059E-001,2.5312826E-001,2.2850890E-002,-7.3707076E-003,-1.7821973E-003,-4.8446371E-005,3.5429827E-003,2.0485781E-002
0000,+317416.6246,-1.7982745E+002,6.2370306E-001,2.5302580E-001,2.0766668E-002,-7.1676951E-003,-2.0642139E-003,-1.1367879E-002,3.5689005E-003,2.0479618E-002
0000,+317416.6296,-1.7982750E+002,6.2368554E-001,2.5292331E-001,1.6513087E-002,-5.3361584E-003,-2.2709894E-003,-1.1367871E-002,3.5689035E-003,2.0479621E-002
0000,+317416.6346,-1.7982756E+002,6.2372434E-001,2.5282112E-001,1.1372307E-002,-4.6384768E-003,-1.4789177E-003,-1.1421361E-002,-7.7069630E-003,2.0469332E-002
0000,+317416.6396,-1.7982761E+002,6.2376320E-001,2.5271887E-001,4.7287759E-003,-2.5729244E-003,2.8376488E-004,-1.1421355E-002,-7.7069597E-003,2.0469336E-002
0000,+317416.6446,-1.7982768E+002,6.2380207E-001,2.5261664E-001,-5.2176474E-004,-1.6281027E-003,3.8180253E-003,-1.1421352E-002,-7.7069579E-003,2.0469340E-002
0000,+317416.6496,-1.7982774E+002,6.2395340E-001,2.5257155E-001,-3.4287877E-003,-2.9129633E-005,4.5972187E-003,-1.1524407E-002,-3.0246582E-002,9.1089578E-003
0000,+317416.6546,-1.7982768E+002,6.2404889E-001,2.5246945E-001,-6.3378899E-003,1.5984956E-003,3.5657350E-003,1.1164032E-002,-1.9034658E-002,2.0471375E-002
0000,+317416.6596,-1.7982762E+002,6.2414390E-001,2.5248078E-001,-8.8644456E-003,3.1454128E-003,1.8219916E-003,1.1171899E-002,-1.9010440E-002,-2.2082187E-003
0000,+317416.6646,-1.7982758E+002,6.2423915E-001,2.5243542E-001,-1.3239643E-002,4.5401338E-003,1.1936917E-003,1.1167964E-002,-1.9022552E-002,9.1315731E-003
0000,+317416.6696,-1.7982751E+002,6.2427783E-001,2.5244650E-001,-1.5579070E-002,6.3852351E-003,2.3029758E-004,1.1225391E-002,-7.7345748E-003,-2.1979322E-003
0000,+317416.6746,-1.7982745E+002,6.2431622E-001,2.5251433E-001,-1.4472743E-002,7.0903022E-003,-2.2658396E-003,1.1229323E-002,-7.7224667E-003,-1.3537733E-002
0000,+317416.6796,-1.7982739E+002,6.2429821E-001,2.5258192E-001,-1.3294999E-002,8.6851735E-003,-6.1204042E-003,1.1282814E-002,3.5533998E-003,-1.3527442E-002
0000,+317416.6846,-1.7982735E+002,6.2433666E-001,2.5264972E-001,-1.2328883E-002,1.0516933E-002,-7.3824767E-003,1.1229312E-002,-7.7224709E-003,-1.3537739E-002
0000,+317416.6896,-1.7982735E+002,6.2431830E-001,2.5277406E-001,-1.2508440E-002,1.3137252E-002,-7.6540201E-003,-3.2701817E-005,3.5914255E-003,-2.4873406E-002
0000,+317416.6946,-1.7982735E+002,6.2430000E-001,2.5289834E-001,-1.1713749E-002,1.5495637E-002,-4.8716259E-003,-3.2709544E-005,3.5914255E-003,-2.4873406E-002
0000,+317416.6996,-1.7982739E+002,6.2422514E-001,2.5302249E-001,-8.2250386E-003,1.8195583E-002,-6.3020951E-004,-1.1298657E-002,1.4893212E-002,-2.4869272E-002
0000,+317416.7046,-1.7982739E+002,6.2420684E-001,2.5314680E-001,-3.4450262E-003,2.0871811E-002,1.4552646E-003,-3.2722841E-005,3.5914273E-003,-2.4873402E-002
0000,+317416.7096,-1.7982739E+002,6.2413186E-001,2.5332761E-001,-8.3591777E-004,2.2901140E-002,1.2106824E-003,2.4701114E-005,1.4879407E-002,-3.6202900E-002
0000,+317416.7146,-1.7982739E+002,6.2411380E-001,2.5339523E-001,2.3621586E-003,2.4200073E-002,6.4976205E-004,-3.6669306E-005,3.5793160E-003,-1.3533605E-002
0000,+317416.7196,-1.7982733E+002,6.2403917E-001,2.5351930E-001,3.0589462E-003,2.7305588E-002,1.1981793E-003,1.1340195E-002,1.4841378E-002,-2.4856945E-002
0000,+317416.7246,-1.7982727E+002,6.2396485E-001,2.5358665E-001,6.2946319E-003,2.6644111E-002,3.0376648E-003,1.1336259E-002,1.4829265E-002,-1.3517153E-002
0000,+317416.7296,-1.7982721E+002,6.2394714E-001,2.5359753E-001,9.9974750E-003,2.7464341E-002,5.7334441E-004,1.1278827E-002,3.5412817E-003,-2.1876562E-003
0000,+317416.7346,-1.7982716E+002,6.2392938E-001,2.5360844E-001,1.2350494E-002,2.6875811E-002,-1.4559351E-003,1.1278827E-002,3.5412798E-003,-2.1876597E-003
0000,+317416.7396,-1.7982716E+002,6.2391174E-001,2.5356263E-001,1.2839057E-002,2.6610944E-002,-4.1170134E-003,-4.4544675E-005,3.5550850E-003,9.1459714E-003
0000,+317416.7446,-1.7982716E+002,6.2395048E-001,2.5351706E-001,1.1682861E-002,2.6343113E-002,-4.7166934E-003,-9.8036697E-005,-7.7207834E-003,9.1356765E-003
0000,+317416.7496,-1.7982716E+002,6.2393308E-001,2.5341460E-001,1.1252115E-002,2.4390314E-002,-4.4344920E-003,-4.8470163E-005,3.5429744E-003,2.0485766E-002
0000,+317416.7546,-1.7982729E+002,6.2385923E-001,2.5325525E-001,1.1325876E-002,2.1417450E-002,-3.5870271E-003,-2.2637775E-002,1.4858568E-002,3.1823531E-002
0000,+317416.7596,-1.7982735E+002,6.2384194E-001,2.5309607E-001,9.7483834E-003,1.8842235E-002,-1.9930908E-003,-1.1371822E-002,3.5567856E-003,3.1819407E-002
0000,+317416.7646,-1.7982745E+002,6.2382448E-001,2.5293696E-001,6.8269405E-003,1.4754890E-002,1.5099993E-003,-2.2691250E-002,3.5827064E-003,3.1813249E-002
0000,+317416.7696,-1.7982751E+002,6.2375110E-001,2.5272086E-001,2.3886594E-003,1.1116229E-002,2.7352562E-003,-1.1322236E-002,1.4820551E-002,4.3169506E-002
0000,+317416.7746,-1.7982758E+002,6.2373376E-001,2.5256172E-001,-8.0423732E-004,6.0661985E-003,4.1237492E-003,-1.1371787E-002,3.5567957E-003,3.1819426E-002
0000,+317416.7796,-1.7982762E+002,6.2377286E-001,2.5240278E-001,-1.7006203E-003,1.9076874E-003,2.2678459E-003,-1.1425273E-002,-7.7190702E-003,3.1809133E-002
0000,+317416.7846,-1.7982762E+002,6.2375540E-001,2.5230029E-001,-2.9289050E-003,-2.1136759E-003,2.6550472E-003,-4.8396214E-005,3.5429923E-003,2.0485796E-002
0000,+317416.7896,-1.7982762E+002,6.2379444E-001,2.5219801E-001,-3.6200152E-003,-6.5797325E-003,1.6493750E-003,-1.0188628E-004,-7.7328766E-003,2.0475499E-002
0000,+317416.7946,-1.7982764E+002,6.2383312E-001,2.5215244E-001,-6.0010660E-003,-1.0724237E-002,3.6909818E-004,-9.7948519E-005,-7.7207652E-003,9.1357054E-003
0000,+317416.7996,-1.7982764E+002,6.2381530E-001,2.5216338E-001,-6.5391143E-003,-1.3423489E-002,-1.0365059E-003,-4.0517320E-005,3.5672148E-003,-2.1937962E-003
0000,+317416.8046,-1.7982764E+002,6.2385380E-001,2.5217450E-001,-4.2760940E-003,-1.7199667E-002,-2.5576318E-003,-9.4015282E-005,-7.7086538E-003,-2.2040906E-003
0000,+317416.8096,-1.7982762E+002,6.2383544E-001,2.5229883E-001,-2.4509379E-003,-1.8967191E-002,-3.7259175E-003,-3.2654541E-005,3.5914369E-003,-2.4873389E-002
0000,+317416.8146,-1.7982770E+002,6.2381721E-001,2.5236648E-001,-3.1949478E-004,-2.1494016E-002,-1.9765757E-003,-1.1356032E-002,3.6052435E-003,-1.3539755E-002
0000,+317416.8196,-1.7982768E+002,6.2379867E-001,2.5254750E-001,-1.6352818E-005,-2.2572024E-002,-1.2467931E-003,-2.8734012E-005,3.6035497E-003,-3.6213178E-002
0000,+317416.8246,-1.7982774E+002,6.2377971E-001,2.5278527E-001,1.4725698E-003,-2.3120014E-002,1.8983065E-003,-1.1344249E-002,3.6415788E-003,-4.7559138E-002
0000,+317416.8296,-1.7982774E+002,6.2376094E-001,2.5302297E-001,4.6626194E-003,-2.2473983E-002,2.8439600E-003,-2.4823332E-005,3.6156627E-003,-4.7552973E-002
0000,+317416.8346,-1.7982774E+002,6.2374216E-001,2.5326070E-001,9.4199423E-003,-2.1962916E-002,3.1330511E-003,-2.4837389E-005,3.6156627E-003,-4.7552973E-002
0000,+317416.8396,-1.7982768E+002,6.2377965E-001,2.5355530E-001,1.2838774E-002,-2.1475187E-002,3.2908018E-003,1.1245022E-002,-7.6740137E-003,-5.8896903E-002
0000,+317416.8446,-1.7982761E+002,6.2381732E-001,2.5379324E-001,1.4500777E-002,-2.1218570E-002,3.8802943E-003,1.1241069E-002,-7.6861265E-003,-4.7557108E-002
0000,+317416.8496,-1.7982756E+002,6.2385482E-001,2.5408784E-001,1.5235489E-002,-1.9494809E-002,4.7217868E-003,1.1244985E-002,-7.6740179E-003,-5.8896910E-002
0000,+317416.8546,-1.7982750E+002,6.2394869E-001,2.5438270E-001,1.7099893E-002,-1.9094564E-002,3.8531329E-003,1.1191469E-002,-1.8949891E-002,-5.8907207E-002
0000,+317416.8596,-1.7982744E+002,6.2398642E-001,2.5462061E-001,1.9688377E-002,-1.7592961E-002,5.8523030E-004,1.1241011E-002,-7.6861349E-003,-4.7557116E-002
0000,+317416.8646,-1.7982738E+002,6.2408024E-001,2.5491545E-001,2.1040387E-002,-1.6651453E-002,-1.0274684E-003,1.1191430E-002,-1.8949894E-002,-5.8907215E-002
0000,+317416.8696,-1.7982733E+002,6.2417436E-001,2.5515357E-001,1.9465819E-002,-1.5901199E-002,-2.4961147E-003,1.1187476E-002,-1.8962007E-002,-4.7567420E-002
0000,+317416.8746,-1.7982733E+002,6.2426859E-001,2.5533503E-001,1.6311007E-002,-1.4389238E-002,-2.5740189E-003,-1.3591367E-004,-1.8948203E-002,-3.6233790E-002
0000,+317416.8796,-1.7982733E+002,6.2436253E-001,2.5557318E-001,1.5306861E-002,-1.3364961E-002,-6.5368530E-004,-1.3199606E-004,-1.8936090E-002,-4.7573585E-002
0000,+317416.8846,-1.7982732E+002,6.2445670E-001,2.5575468E-001,1.3061326E-002,-1.2842485E-002,4.2329056E-004,-1.3594620E-004,-1.8948203E-002,-3.6233790E-002
0000,+317416.8896,-1.7982732E+002,6.2455088E-001,2.5593612E-001,1.0460195E-002,-1.2236853E-002,1.8651590E-003,-1.3596080E-004,-1.8948203E-002,-3.6233786E-002
0000,+317416.8946,-1.7982732E+002,6.2470168E-001,2.5606111E-001,6.5241605E-003,-1.2037451E-002,2.2718736E-003,-1.9340622E-004,-3.0236185E-002,-2.4904286E-002
0000,+317416.8996,-1.7982732E+002,6.2479585E-001,2.5624257E-001,8.0785883E-004,-1.1011839E-002,1.3117816E-003,-1.3599017E-004,-1.8948203E-002,-3.6233786E-002
0000,+317416.9046,-1.7982732E+002,6.2494671E-001,2.5636756E-001,-3.4215557E-003,-1.1608168E-002,1.5367924E-003,-1.9343461E-004,-3.0236185E-002,-2.4904286E-002
0000,+317416.9096,-1.7982732E+002,6.2509727E-001,2.5654924E-001,-5.9211231E-003,-1.0768236E-002,2.9012712E-004,-1.8951618E-004,-3.0224072E-002,-3.6244083E-002
0000,+317416.9146,-1.7982726E+002,6.2519163E-001,2.5673068E-001,-7.5211423E-003,-1.0501614E-002,-3.2035797E-004,1.1183402E-002,-1.8974120E-002,-3.6227625E-002
0000,+317416.9196,-1.7982726E+002,6.2534195E-001,2.5696906E-001,-1.0314162E-002,-1.0104289E-002,-1.1314127E-003,-1.8561509E-004,-3.0211965E-002,-4.7583882E-002
0000,+317416.9246,-1.7982721E+002,6.2543625E-001,2.5715050E-001,-1.3264096E-002,-8.4986147E-003,-1.0099531E-003,1.1183368E-002,-1.8974125E-002,-3.6227632E-002
0000,+317416.9296,-1.7982713E+002,6.2553036E-001,2.5738865E-001,-1.4585052E-002,-6.5286527E-003,-5.1934517E-004,1.1187284E-002,-1.8962016E-002,-4.7567427E-002
0000,+317416.9346,-1.7982709E+002,6.2562448E-001,2.5762680E-001,-1.2472973E-002,-5.6400364E-003,2.3602566E-005,1.1187266E-002,-1.8962018E-002,-4.7567431E-002
0000,+317416.9396,-1.7982703E+002,6.2571836E-001,2.5792161E-001,-1.0091396E-002,-3.0434506E-003,-8.3192543E-004,1.1191181E-002,-1.8949909E-002,-5.8907233E-002
0000,+317416.9446,-1.7982690E+002,6.2581229E-001,2.5821641E-001,-8.0268318E-003,-5.9255131E-004,-1.7156678E-003,2.2510597E-002,-1.8975830E-002,-5.8901072E-002
0000,+317416.9496,-1.7982684E+002,6.2584984E-001,2.5851104E-001,-7.2783814E-003,1.9257147E-003,-3.2001310E-003,1.1244633E-002,-7.6740463E-003,-5.8896948E-002
0000,+317416.9546,-1.7982678E+002,6.2594366E-001,2.5880587E-001,-5.5995658E-003,5.1435553E-003,-2.2920116E-003,1.1191118E-002,-1.8949918E-002,-5.8907248E-002
0000,+317416.9596,-1.7982672E+002,6.2598091E-001,2.5915721E-001,-1.2223461E-003,8.2498910E-003,-2.6384320E-003,1.1248524E-002,-7.6619401E-003,-7.0236750E-002
0000,+317416.9646,-1.7982668E+002,6.2601840E-001,2.5945181E-001,2.9158990E-003,1.0927102E-002,-1.7415477E-003,1.1244570E-002,-7.6740538E-003,-5.8896955E-002
0000,+317416.9696,-1.7982666E+002,6.2599933E-001,2.5974622E-001,5.2242968E-003,1.3537061E-002,-2.3807161E-003,-2.1391961E-005,3.6277305E-003,-5.8892827E-002
0000,+317416.9746,-1.7982666E+002,6.2598032E-001,2.6004067E-001,5.7593528E-003,1.5528274E-002,-3.5484547E-003,-2.1409536E-005,3.6277305E-003,-5.8892827E-002
0000,+317416.9796,-1.7982666E+002,6.2596130E-001,2.6033509E-001,5.7128756E-003,1.8207751E-002,-3.6566653E-003,-2.1427099E-005,3.6277301E-003,-5.8892827E-002
0000,+317416.9846,-1.7982666E+002,6.2594253E-001,2.6057282E-001,8.0785118E-003,1.9616270E-002,-1.3451729E-003,-2.5377842E-005,3.6156189E-003,-4.7553033E-002
0000,+317416.9896,-1.7982666E+002,6.2592369E-001,2.6081052E-001,1.0082359E-002,2.0547699E-002,-4.7103537E-004,-2.5391899E-005,3.6156189E-003,-4.7553033E-002
0000,+317416.9946,-1.7982671E+002,6.2596112E-001,2.6104853E-001,1.0684983E-002,2.0592833E-002,3.4382942E-003,-1.1398341E-002,-7.6343315E-003,-4.7569487E-002
0000,+317416.9996,-1.7982671E+002,6.2599897E-001,2.6122975E-001,1.0368140E-002,2.0789862E-002,2.7320050E-003,-8.2850333E-005,-7.6723592E-003,-3.6223527E-002
0000,+317417.0046,-1.7982669E+002,6.2609315E-001,2.6141122E-001,8.4317550E-003,1.9914171E-002,2.2202793E-003,-1.3636058E-004,-1.8948227E-002,-3.6233820E-002
0000,+317417.0096,-1.7982669E+002,6.2624371E-001,2.6159292E-001,8.7302616E-003,1.9499583E-002,1.2971155E-003,-1.8987212E-004,-3.0224098E-002,-3.6244117E-002
0000,+317417.0146,-1.7982664E+002,6.2633806E-001,2.6177433E-001,1.0094711E-002,1.7710816E-002,2.0738368E-004,1.1183048E-002,-1.8974146E-002,-3.6227658E-002
0000,+317417.0196,-1.7982664E+002,6.2643248E-001,2.6189908E-001,8.6733317E-003,1.6331114E-002,-2.0037361E-003,-1.4033966E-004,-1.8960342E-002,-2.4894029E-002
0000,+317417.0246,-1.7982664E+002,6.2647027E-001,2.6208037E-001,5.7850243E-003,1.3409187E-002,-1.7642371E-004,-8.2921877E-005,-7.6723620E-003,-3.6223531E-002
0000,+317417.0296,-1.7982658E+002,6.2650824E-001,2.6226157E-001,1.8056874E-003,1.2135952E-002,1.5483401E-003,1.1236504E-002,-7.6982803E-003,-3.6217369E-002
0000,+317417.0346,-1.7982658E+002,6.2654608E-001,2.6244283E-001,-1.5628793E-004,8.4607769E-003,2.7685943E-003,-8.2947023E-005,-7.6723644E-003,-3.6223534E-002
0000,+317417.0396,-1.7982657E+002,6.2664026E-001,2.6262426E-001,-6.9506036E-004,6.5570921E-003,-2.4754836E-003,-1.3645711E-004,-1.8948233E-002,-3.6233827E-002
0000,+317417.0446,-1.7982657E+002,6.2667781E-001,2.6286224E-001,-1.9672685E-003,5.1381225E-003,-6.1246804E-003,-7.9041267E-005,-7.6602530E-003,-4.7563329E-002
0000,+317417.0496,-1.7982663E+002,6.2671548E-001,2.6304349E-001,-4.7697849E-003,4.5370348E-003,-9.6566826E-003,-1.1402429E-002,-7.6464470E-003,-3.6229696E-002
0000,+317417.0546,-1.7982669E+002,6.2669659E-001,2.6328126E-001,-7.8803655E-003,4.7926805E-003,-8.0915699E-003,-1.1345013E-002,3.6415348E-003,-4.7559194E-002
0000,+317417.0596,-1.7982674E+002,6.2667787E-001,2.6346231E-001,-1.0019995E-002,5.1370109E-003,-1.0786537E-003,-1.1348958E-002,3.6294260E-003,-3.6219396E-002
0000,+317417.0646,-1.7982680E+002,6.2665892E-001,2.6370007E-001,-9.3418136E-003,4.9681845E-003,3.7999502E-003,-1.1345037E-002,3.6415390E-003,-4.7559187E-002
0000,+317417.0696,-1.7982680E+002,6.2658399E-001,2.6388088E-001,-1.0342818E-002,4.5669284E-003,5.9129740E-003,2.3952738E-005,1.4879380E-002,-3.6202930E-002
0000,+317417.0746,-1.7982680E+002,6.2656546E-001,2.6406187E-001,-1.0267871E-002,2.3494926E-003,5.3171432E-003,-2.9553019E-005,3.6035122E-003,-3.6213227E-002
0000,+317417.0796,-1.7982680E+002,6.2654716E-001,2.6418620E-001,-1.0411843E-002,1.5987257E-003,6.4859015E-004,-3.3496730E-005,3.5914010E-003,-2.4873430E-002
0000,+317417.0846,-1.7982674E+002,6.2652868E-001,2.6436719E-001,-8.8343322E-003,6.0328282E-004,-3.2309530E-004,1.1289865E-002,3.5775939E-003,-3.6207065E-002
0000,+317417.0896,-1.7982668E+002,6.2656659E-001,2.6454842E-001,-4.5758644E-003,-4.2238474E-004,-1.3747537E-003,1.1236359E-002,-7.6982770E-003,-3.6217362E-002
0000,+317417.0946,-1.7982668E+002,6.2660468E-001,2.6467296E-001,-3.2744970E-004,-1.1029309E-003,-3.4213811E-003,-8.7022709E-005,-7.6844725E-003,-2.4883730E-002
0000,+317417.0996,-1.7982668E+002,6.2664294E-001,2.6474077E-001,1.2345033E-003,-2.0886716E-003,-6.2986915E-003,-9.0966212E-005,-7.6965834E-003,-1.3543935E-002
0000,+317417.1046,-1.7982672E+002,6.2662446E-001,2.6486513E-001,1.1324693E-003,-2.3571204E-003,-7.9239188E-003,-1.1352981E-002,3.6173139E-003,-2.4879599E-002
0000,+317417.1096,-1.7982678E+002,6.2649369E-001,2.6487565E-001,7.1528414E-004,-2.9050172E-003,-5.1745838E-003,-1.1253858E-002,2.6144832E-002,-2.1794161E-003
0000,+317417.1146,-1.7982684E+002,6.2636298E-001,2.6488614E-001,2.4455439E-003,-4.8304903E-003,-1.3390138E-003,-1.1253853E-002,2.6144834E-002,-2.1794112E-003
0000,+317417.1196,-1.7982695E+002,6.2617570E-001,2.6489645E-001,3.5597652E-003,-5.3925305E-003,4.2095417E-004,-2.2519790E-002,3.7446622E-002,-2.1752759E-003
0000,+317417.1246,-1.7982701E+002,6.2598884E-001,2.6485002E-001,3.1229449E-003,-6.3104699E-003,1.7233400E-003,-1.1204277E-002,3.7408601E-002,9.1706887E-003
0000,+317417.1296,-1.7982707E+002,6.2585825E-001,2.6480383E-001,1.2396273E-003,-6.1152792E-003,-1.2383086E-004,-1.1257765E-002,2.6132733E-002,9.1603985E-003
0000,+317417.1346,-1.7982712E+002,6.2578434E-001,2.6470116E-001,9.7203819E-004,-5.4661678E-003,2.7779657E-003,-1.1315187E-002,1.4844755E-002,2.0489903E-002
0000,+317417.1396,-1.7982712E+002,6.2582332E-001,2.6459888E-001,2.4354570E-003,-5.1396224E-003,6.3035479E-003,-1.0273208E-004,-7.7328989E-003,2.0475479E-002
0000,+317417.1446,-1.7982707E+002,6.2586266E-001,2.6443988E-001,5.8492534E-003,-5.2144369E-003,6.6055018E-003,1.1212778E-002,-7.7709286E-003,3.1821433E-002
0000,+317417.1496,-1.7982709E+002,6.2590164E-001,2.6433760E-001,7.1658185E-003,-4.5915004E-003,2.1999823E-003,-1.0271995E-004,-7.7329013E-003,2.0475475E-002
0000,+317417.1546,-1.7982703E+002,6.2588483E-001,2.6412171E-001,7.7514998E-003,-4.2115469E-003,-2.5164089E-003,1.1262355E-002,3.4928266E-003,4.3171521E-002
0000,+317417.1596,-1.7982703E+002,6.2586766E-001,2.6396251E-001,5.4071527E-003,-3.2860381E-003,-6.5606842E-003,-5.3137530E-005,3.5308548E-003,3.1825561E-002
0000,+317417.1646,-1.7982703E+002,6.2573797E-001,2.6374617E-001,6.7445706E-003,-2.5112063E-003,-4.8019374E-003,4.9935039E-005,2.6070483E-002,4.3185946E-002
0000,+317417.1696,-1.7982709E+002,6.2560815E-001,2.6352987E-001,6.9095418E-003,-1.1904520E-003,-6.0415496E-003,-1.1269485E-002,2.6096398E-002,4.3179784E-002
0000,+317417.1746,-1.7982715E+002,6.2542212E-001,2.6325664E-001,5.0519477E-003,3.6091334E-004,-2.7568140E-003,-1.1219902E-002,3.7360158E-002,5.4529876E-002
0000,+317417.1796,-1.7982721E+002,6.2529230E-001,2.6304033E-001,3.1694276E-003,1.6595458E-003,-1.9238769E-003,-1.1269444E-002,2.6096405E-002,4.3179791E-002
0000,+317417.1846,-1.7982732E+002,6.2521899E-001,2.6276758E-001,-2.6418525E-004,3.6648735E-003,2.2579371E-003,-2.2646291E-002,1.4834345E-002,5.4503132E-002
0000,+317417.1896,-1.7982733E+002,6.2514585E-001,2.6249477E-001,-1.8396564E-003,5.5944249E-003,5.5505754E-003,-7.3942279E-006,1.4782513E-002,5.4515466E-002
0000,+317417.1946,-1.7982733E+002,6.2512892E-001,2.6227885E-001,-9.2266785E-004,6.5978714E-003,7.7971155E-003,-5.6941393E-005,3.5187555E-003,4.3165375E-002
0000,+317417.1996,-1.7982727E+002,6.2516874E-001,2.6200646E-001,-4.2892614E-005,7.6281065E-003,6.6512926E-003,1.1205083E-002,-7.7951411E-003,5.4501038E-002
0000,+317417.2046,-1.7982721E+002,6.2520832E-001,2.6179078E-001,1.3558563E-003,9.0923896E-003,2.9375753E-003,1.1209032E-002,-7.7830325E-003,4.3161239E-002
0000,+317417.2096,-1.7982716E+002,6.2524813E-001,2.6151836E-001,-4.2954987E-004,9.2074526E-003,-1.4781448E-003,1.1205110E-002,-7.7951462E-003,5.4501031E-002
0000,+317417.2146,-1.7982706E+002,6.2523162E-001,2.6124573E-001,-3.1551125E-004,9.6358471E-003,-3.6170534E-003,2.2578061E-002,3.4548023E-003,5.4517485E-002
0000,+317417.2196,-1.7982700E+002,6.2515849E-001,2.6102957E-001,-3.7262341E-004,9.6172001E-003,-4.1906191E-003,1.1316068E-002,1.4768696E-002,4.3181814E-002
0000,+317417.2246,-1.7982695E+002,6.2508523E-001,2.6081342E-001,1.1521034E-003,8.4653599E-003,-2.6934366E-003,1.1316086E-002,1.4768695E-002,4.3181811E-002
0000,+317417.2296,-1.7982695E+002,6.2501192E-001,2.6059732E-001,2.1882341E-003,6.0896818E-003,-6.5125379E-004,-3.3357830E-006,1.4794610E-002,4.3175645E-002
0000,+317417.2346,-1.7982695E+002,6.2493843E-001,2.6043788E-001,1.8933190E-003,4.2559067E-003,6.1621511E-004,6.1177059E-007,1.4806721E-002,3.1835850E-002
0000,+317417.2396,-1.7982695E+002,6.2497735E-001,2.6033562E-001,1.6810616E-003,2.4113390E-003,-8.8938209E-004,-1.0243596E-004,-7.7329050E-003,2.0475466E-002
0000,+317417.2446,-1.7982701E+002,6.2501591E-001,2.6029012E-001,4.9961433E-003,-6.4493326E-004,-3.0169620E-003,-1.1417936E-002,-7.6948744E-003,9.1295084E-003
0000,+317417.2496,-1.7982712E+002,6.2505418E-001,2.6030129E-001,7.0485868E-003,-1.8427259E-003,-6.1659021E-003,-2.2733441E-002,-7.6568439E-003,-2.2164471E-003
0000,+317417.2546,-1.7982718E+002,6.2509263E-001,2.6031247E-001,9.4725713E-003,-3.5572166E-003,-3.5279437E-003,-1.1414005E-002,-7.6827588E-003,-2.2102795E-003
0000,+317417.2596,-1.7982718E+002,6.2507427E-001,2.6043680E-001,9.2618819E-003,-4.1624559E-003,5.3371117E-004,-3.3206798E-005,3.5914169E-003,-2.4873409E-002
